,locusTag,baseMean,log2FoldChange,lfcSE,pvalue,padj,abs_log2,name,symbol,chromosome,KO_anno,KO_desc
127,Bcen2424_4856,132.7690235,-0.979551609,0.296396967,5.85E-05,0.002621565,0.979551609,type III secretion system export apparatus subunit SctV,sctV,2,K03230,K03230 type III secretion protein V 
181,Bcen2424_0363,15897.90567,0.979498231,0.31832186,0.000123116,0.003891156,0.979498231,50S ribosomal protein L6,rplF,1,K02933,K02933 large subunit ribosomal protein L6 
59,Bcen2424_4883,275.3459895,0.977317431,0.261645201,1.22E-05,0.001173347,0.977317431,diaminopimelate decarboxylase,lysA,2,K01586,K01586 diaminopimelate decarboxylase [EC:4.1.1.20] 
142,Bcen2424_4854,164.1436908,-0.976743798,0.300419329,6.90E-05,0.002785149,0.976743798,type III secretion system outer membrane ring subunit SctC,sctC,2,K03219,K03219 type III secretion protein C 
44,Bcen2424_1300,1207.732256,0.976319562,0.242814636,3.89E-06,0.000502932,0.976319562,phosphate ABC transporter substrate-binding protein PstS,pstS,1,K02040,K02040 phosphate transport system substrate-binding protein 
401,Bcen2424_4278,405.1112668,-0.97623589,0.411781413,0.000854317,0.012150518,0.97623589,hypothetical protein,,2,K20275,K20275 nematocidal protein AidA 
410,Bcen2424_3003,89.288192,-0.972701685,0.413459513,0.000888173,0.012315531,0.972701685,DUF799 domain-containing protein,,1,NA,no KO assigned 
389,Bcen2424_2863,878.5655835,0.972555688,0.403964467,0.000794121,0.011643702,0.972555688,glutathione synthase,gshB,1,K01920,K01920 glutathione synthase [EC:6.3.2.3] 
119,Bcen2424_1873,4628.511015,0.968035177,0.290579429,5.04E-05,0.002429329,0.968035177,primosomal replication protein N,priB,1,K02686,K02686 primosomal replication protein N 
126,Bcen2424_0364,9926.58645,0.96428797,0.293832289,5.76E-05,0.002620574,0.96428797,50S ribosomal protein L18,rplR,1,K02881,K02881 large subunit ribosomal protein L18 
26,Bcen2424_5702,1725.733646,0.963583557,0.218206002,7.02E-07,0.000153644,0.963583557,L-threonine 3-dehydrogenase,tdh,2,K00060,K00060 threonine 3-dehydrogenase [EC:1.1.1.103] 
27,Bcen2424_1301,136.1965614,0.963420887,0.218628959,7.46E-07,0.000157171,0.963420887,phosphate ABC transporter permease PstC,pstC,1,K02037,K02037 phosphate transport system permease protein 
221,Bcen2424_2873,425.5644183,0.958308165,0.330512917,0.000217,0.005611411,0.958308165,dicarboxylate/amino acid:cation symporter,,1,K11103,K11103 aerobic C4-dicarboxylate transport protein 
598,Bcen2424_5067,1225.646324,-0.955994978,0.523501168,0.002615973,0.024970248,0.955994978,M20/M25/M40 family metallo-hydrolase,,2,K05994,K05994 bacterial leucyl aminopeptidase [EC:3.4.11.10] 
92,Bcen2424_0359,10351.85708,0.953349346,0.27372437,2.71E-05,0.001673666,0.953349346,50S ribosomal protein L24,rplX,1,K02895,K02895 large subunit ribosomal protein L24 
74,Bcen2424_4847,59.61113688,-0.952581008,0.263599069,1.98E-05,0.001511865,0.952581008,type III secretion system ATPase SctN,sctN,2,K03224,K03224 ATP synthase in type III secretion protein N [EC:7.4.2.8] 
36,Bcen2424_0786,333.2913421,-0.952091891,0.223115414,1.33E-06,0.000210138,0.952091891,adenylyl-sulfate kinase,cysC,1,K00860,K00860 adenylylsulfate kinase [EC:2.7.1.25] 
416,Bcen2424_3127,1397.228294,0.951451665,0.40350915,0.000926139,0.01267238,0.951451665,peptide deformylase,,1,K01462,K01462 peptide deformylase [EC:3.5.1.88] 
332,Bcen2424_2170,420.3791235,0.951121896,0.371570396,0.000566192,0.009731319,0.951121896,urocanate hydratase,,1,K01712,K01712 urocanate hydratase [EC:4.2.1.49] 
99,Bcen2424_2644,183.2666256,-0.949728578,0.273306654,3.25E-05,0.001886027,0.949728578,TonB family protein,,1,K03832,K03832 periplasmic protein TonB 
523,Bcen2424_4131,455.077316,0.949044273,0.462177141,0.001791892,0.019528879,0.949044273,DNA-binding protein,,2,K04477,K04477 putative hydrolase 
196,Bcen2424_3385,216.9774877,-0.948162759,0.314975884,0.000154004,0.004492971,0.948162759,DUF3304 domain-containing protein,,2,NA,no KO assigned 
148,Bcen2424_0353,3865.511891,0.947609231,0.294062311,7.39E-05,0.002841705,0.947609231,50S ribosomal protein L22,rplV,1,K02890,K02890 large subunit ribosomal protein L22 
492,Bcen2424_2519,9528.061585,0.946755223,0.439943428,0.001480258,0.017133087,0.946755223,ATP-dependent Clp protease adapter ClpS,clpS,1,K06891,K06891 ATP-dependent Clp protease adaptor protein ClpS 
291,Bcen2424_2518,41999.33866,0.942620172,0.351909218,0.000416137,0.008163457,0.942620172,ATP-dependent Clp protease ATP-binding subunit ClpA,clpA,1,K03694,K03694 ATP-dependent Clp protease ATP-binding subunit ClpA 
65,Bcen2424_1292,4761.445449,0.939727407,0.254731442,1.50E-05,0.001314079,0.939727407,carbamoyl-phosphate synthase large subunit,carB,1,K01955,K01955 carbamoyl-phosphate synthase large subunit [EC:6.3.5.5] 
446,Bcen2424_1629,281.2307167,-0.937058329,0.410925049,0.001102457,0.014094103,0.937058329,fimbrial protein,,1,K07345,K07345 major type 1 subunit fimbrin (pilin) 
210,Bcen2424_0287,119.4498719,0.935106531,0.317930299,0.00019685,0.005287183,0.935106531,hypothetical protein,,1,NA,no KO assigned 
211,Bcen2424_3967,119.4498719,0.935106531,0.317930299,0.00019685,0.005287183,0.935106531,hypothetical protein,,2,NA,no KO assigned 
212,Bcen2424_5269,119.4498719,0.935106531,0.317930299,0.00019685,0.005287183,0.935106531,hypothetical protein,,2,NA,no KO assigned 
131,Bcen2424_2258,348.4605215,-0.935015378,0.284348567,6.24E-05,0.00273196,0.935015378,SulP family inorganic anion transporter,,1,NA,no KO assigned 
197,Bcen2424_0365,9760.503358,0.932461314,0.306465525,0.00015584,0.00450392,0.932461314,30S ribosomal protein S5,rpsE,1,K02988,K02988 small subunit ribosomal protein S5 
323,Bcen2424_2772,728.8472093,-0.93025142,0.35855055,0.00052688,0.009308766,0.93025142,acetyl-CoA C-acetyltransferase,,1,K00626,K00626 acetyl-CoA C-acetyltransferase [EC:2.3.1.9] 
377,Bcen2424_0187,3607.287521,0.928440272,0.374395371,0.00069355,0.010493627,0.928440272,hypothetical protein,,1,NA,no KO assigned 
135,Bcen2424_4415,100.5857808,-0.926831533,0.28005967,6.58E-05,0.002764387,0.926831533,hypothetical protein,,2,NA,no KO assigned 
163,Bcen2424_0368,15778.78664,0.925873597,0.29199158,9.64E-05,0.003385333,0.925873597,preprotein translocase subunit SecY,secY,1,K03076,K03076 preprotein translocase subunit SecY 
330,Bcen2424_1573,169.4553028,-0.925107252,0.360310114,0.000549887,0.00950853,0.925107252,DNA methyltransferase,,1,NA,no KO assigned 
293,Bcen2424_5346,1933.073536,0.918992736,0.342174695,0.000421303,0.00818874,0.918992736,alpha/beta hydrolase,,2,NA,no KO assigned 
108,Bcen2424_5694,2013.289841,0.917851135,0.270021418,4.32E-05,0.002276358,0.917851135,ParB/RepB/Spo0J family partition protein,,2,K03497,"K03497 ParB family transcriptional regulator, chromosome partitioning protein "
88,Bcen2424_1299,1386.771167,0.916397825,0.256274779,2.42E-05,0.001562554,0.916397825,phosphoglucosamine mutase,glmM,1,K03431,K03431 phosphoglucosamine mutase [EC:5.4.2.10] 
109,Bcen2424_1246,278.0604647,0.913581833,0.267845186,4.32E-05,0.002276358,0.913581833,dihydrolipoyl dehydrogenase,lpdA,1,K00382,K00382 dihydrolipoamide dehydrogenase [EC:1.8.1.4] 
89,Bcen2424_3792,268.6265044,-0.912805845,0.256556838,2.49E-05,0.001590378,0.912805845,chemotaxis response regulator protein-glutamate methylesterase,,2,K13491,"K13491 two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61] "
73,Bcen2424_5247,823.7397046,-0.911429259,0.253163523,1.98E-05,0.001511865,0.911429259,hypothetical protein,,2,NA,no KO assigned 
284,Bcen2424_4689,490.0490687,0.908199835,0.336048003,0.000398553,0.008011902,0.908199835,amidase,,2,K01426,K01426 amidase [EC:3.5.1.4] 
274,Bcen2424_0348,13204.47576,0.906526248,0.33162216,0.000372145,0.007710931,0.906526248,50S ribosomal protein L3,rplC,1,K02906,K02906 large subunit ribosomal protein L3 
101,Bcen2424_1620,1042.135933,0.905081822,0.261848295,3.50E-05,0.001993368,0.905081822,M23 family metallopeptidase,,1,NA,no KO assigned 
57,Bcen2424_5017,341.7662975,0.90458028,0.240772752,1.18E-05,0.001167206,0.90458028,high-affinity branched-chain amino acid ABC transporter permease LivM,,2,K01998,K01998 branched-chain amino acid transport system permease protein 
355,Bcen2424_0350,9618.666571,0.9037355,0.358793432,0.000629868,0.010122376,0.9037355,50S ribosomal protein L23,rplW,1,K02892,K02892 large subunit ribosomal protein L23 
200,Bcen2424_1881,2940.067306,-0.903054159,0.30010389,0.000158009,0.0045066,0.903054159,peptidoglycan-binding protein LysM,lysM,1,NA,no KO assigned 
346,Bcen2424_4848,60.90378938,-0.901158533,0.350369694,0.000595059,0.009812432,0.901158533,type III secretion system stator protein SctL,sctL,2,K03223,K03223 type III secretion protein L 
325,Bcen2424_5723,1164.33023,-0.900346387,0.343747125,0.000531579,0.00933381,0.900346387,TOMM precursor leader peptide-binding protein,,2,K09136,K09136 ribosomal protein S12 methylthiotransferase accessory factor 
383,Bcen2424_0351,13172.94278,0.897750921,0.367920489,0.000731699,0.010896953,0.897750921,50S ribosomal protein L2,rplB,1,K02886,K02886 large subunit ribosomal protein L2 
581,Bcen2424_2585,56.57266289,0.897110826,0.463005951,0.0024304,0.023847187,0.897110826,mannitol dehydrogenase family protein,,1,K00007,K00007 D-arabinitol 4-dehydrogenase [EC:1.1.1.11] 
145,Bcen2424_4684,200.9697495,-0.8943329,0.272604718,7.28E-05,0.002841705,0.8943329,class I SAM-dependent methyltransferase,,2,NA,no KO assigned 
721,Bcen2424_4692,193.1736802,0.894054014,0.584409518,0.004472547,0.035351323,0.894054014,hypothetical protein,,2,NA,no KO assigned 
465,Bcen2424_1744,233.3618623,-0.892063632,0.396310648,0.001268061,0.01552025,0.892063632,sigma 54-interacting transcriptional regulator,,1,NA,no KO assigned 
366,Bcen2424_1619,51.56841348,0.891858717,0.35270385,0.000671473,0.010401852,0.891858717,amino acid ABC transporter permease,,1,K02029,K02029 polar amino acid transport system permease protein 
599,Bcen2424_4914,53.86994442,-0.891037458,0.47014756,0.002621391,0.02498006,0.891037458,rhodanese-like domain-containing protein,,2,NA,no KO assigned 
448,Bcen2424_5511,26.85893573,-0.891004424,0.378352229,0.001111205,0.014142385,0.891004424,MFS transporter,,2,NA,no KO assigned 
139,Bcen2424_1833,4917.838481,0.889715055,0.270451762,6.71E-05,0.002764387,0.889715055,type B 50S ribosomal protein L31,,1,K02909,K02909 large subunit ribosomal protein L31 
402,Bcen2424_0361,14137.96538,0.889550427,0.374553504,0.000865782,0.012262629,0.889550427,30S ribosomal protein S14,rpsN,1,K02954,K02954 small subunit ribosomal protein S14 
534,Bcen2424_2739,191.2943727,-0.888984286,0.427850851,0.001872651,0.01998063,0.888984286,RidA family protein,,1,NA,no KO assigned 
63,Bcen2424_0581,13957.62415,0.887984755,0.238132593,1.38E-05,0.001246945,0.887984755,50S ribosomal protein L21,rplU,1,K02888,K02888 large subunit ribosomal protein L21 
424,Bcen2424_5089,36.65890266,-0.887691217,0.37062314,0.000970336,0.013050213,0.887691217,hypothetical protein,,2,NA,no KO assigned 
110,Bcen2424_1540,114.5469889,0.887215984,0.259897658,4.44E-05,0.002318629,0.887215984,carbohydrate kinase,,1,K00847,K00847 fructokinase [EC:2.7.1.4] 
55,Bcen2424_0373,11942.37331,0.885398742,0.234638186,1.11E-05,0.001132553,0.885398742,30S ribosomal protein S4,rpsD,1,K02986,K02986 small subunit ribosomal protein S4 
531,Bcen2424_0349,19672.90615,0.884211042,0.431518596,0.001843093,0.019772962,0.884211042,50S ribosomal protein L4,rplD,1,K02926,K02926 large subunit ribosomal protein L4 
442,Bcen2424_4949,491.702096,-0.880666866,0.387945651,0.001067882,0.013775917,0.880666866,hypothetical protein,,2,NA,no KO assigned 
445,Bcen2424_2257,423.3859576,-0.876059879,0.378843895,0.001099389,0.014086541,0.876059879,carbonic anhydrase,,1,K01673,K01673 carbonic anhydrase [EC:4.2.1.1] 
220,Bcen2424_4682,266.4209129,-0.875666167,0.299375808,0.0002162,0.005611411,0.875666167,hypothetical protein,,2,NA,no KO assigned 
439,Bcen2424_1297,44132.35312,0.873878526,0.372386134,0.001056318,0.013720071,0.873878526,ATP-dependent metallopeptidase FtsH/Yme1/Tma family protein,,1,K03798,K03798 cell division protease FtsH [EC:3.4.24.-] 
116,Bcen2424_5720,2659.910308,-0.873153845,0.260785314,4.86E-05,0.002402046,0.873153845,TOMM system kinase/cyclase fusion protein,,2,NA,no KO assigned 
433,Bcen2424_0188,5797.948647,0.87286452,0.372062619,0.001022706,0.013467993,0.87286452,ImmA/IrrE family metallo-endopeptidase,,1,NA,no KO assigned 
304,Bcen2424_3821,56.48634984,-0.869898105,0.323798092,0.000463431,0.008664642,0.869898105,UDP-glucose/GDP-mannose dehydrogenase family protein,,2,K00012,K00012 UDPglucose 6-dehydrogenase [EC:1.1.1.22] 
45,Bcen2424_0358,15261.56434,0.868734523,0.216560119,4.58E-06,0.000566907,0.868734523,50S ribosomal protein L14,rplN,1,K02874,K02874 large subunit ribosomal protein L14 
41,BCEN2424_RS34435,320.0574731,-0.867947706,0.212373897,3.26E-06,0.000451677,0.867947706,cytochrome bd-I oxidase subunit CydX,cydX,1,NA,NA
444,Bcen2424_0345,30256.91431,0.863058654,0.369162333,0.001092488,0.014029711,0.863058654,elongation factor G,fusA,1,K02355,K02355 elongation factor G 
114,Bcen2424_0336,7509.436742,0.859262814,0.25303843,4.76E-05,0.002382881,0.859262814,50S ribosomal protein L11,rplK,1,K02867,K02867 large subunit ribosomal protein L11 
711,Bcen2424_3509,14.07881215,-0.858794026,0.509090812,0.004279525,0.034338812,0.858794026,cytochrome P460 family protein,,2,NA,no KO assigned 
244,Bcen2424_1120,2738.638852,0.857557298,0.299773444,0.000276795,0.00648019,0.857557298,phosphate acyltransferase PlsX,plsX,1,K03621,K03621 phosphate acyltransferase [EC:2.3.1.274] 
354,Bcen2424_4853,73.06398339,-0.854227522,0.332252409,0.000626982,0.010104536,0.854227522,type III secretion system inner membrane ring subunit SctD,sctD,2,NA,no KO assigned 
434,Bcen2424_4851,117.0264481,-0.852761149,0.360922091,0.00103482,0.013596054,0.852761149,hypothetical protein,,2,NA,no KO assigned 
42,Bcen2424_0367,8547.726128,0.85079661,0.207600065,3.43E-06,0.000458455,0.85079661,50S ribosomal protein L15,rplO,1,K02876,K02876 large subunit ribosomal protein L15 
590,Bcen2424_4889,101.1210661,-0.849686319,0.432889892,0.002509546,0.024280281,0.849686319,adenosylmethionine decarboxylase,speD,2,K01611,K01611 S-adenosylmethionine decarboxylase [EC:4.1.1.50] 
86,Bcen2424_0372,11800.2944,0.84916772,0.236061894,2.39E-05,0.001562554,0.84916772,30S ribosomal protein S11,rpsK,1,K02948,K02948 small subunit ribosomal protein S11 
269,Bcen2424_4338,241.4008606,0.848687646,0.305274723,0.000349592,0.007417666,0.848687646,IclR family transcriptional regulator,,2,K02624,"K02624 IclR family transcriptional regulator, pca regulon regulatory protein "
479,Bcen2424_1524,410.8266809,-0.844663005,0.379826056,0.001414249,0.016804491,0.844663005,pilus assembly protein,,1,K12510,K12510 tight adherence protein B 
715,Bcen2424_2168,101.97184,0.834563508,0.513240895,0.004337801,0.034611153,0.834563508,imidazolonepropionase,,1,K01468,K01468 imidazolonepropionase [EC:3.5.2.7] 
541,Bcen2424_3421,19.30672604,-0.833398311,0.387961239,0.001981123,0.020871494,0.833398311,hypothetical protein,,2,NA,no KO assigned 
426,Bcen2424_3384,742.5824576,-0.832475485,0.347750172,0.000997933,0.013358215,0.832475485,hypothetical protein,,2,NA,no KO assigned 
25,Bcen2424_2507,12053.30999,0.832243223,0.186518059,6.86E-07,0.000153644,0.832243223,aminotransferase,,1,K00507,K00507 stearoyl-CoA desaturase (Delta-9 desaturase) [EC:1.14.19.1] 
68,Bcen2424_3881,944.4802583,0.832016509,0.225240852,1.66E-05,0.001388599,0.832016509,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,tsaD,2,K01409,K01409 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234] 
107,Bcen2424_0343,6091.088005,0.829872638,0.237825277,3.87E-05,0.002075813,0.829872638,30S ribosomal protein S12,rpsL,1,K02950,K02950 small subunit ribosomal protein S12 
112,Bcen2424_1722,671.5752554,-0.827716729,0.240735378,4.60E-05,0.002356218,0.827716729,ATP-binding protein,,1,NA,no KO assigned 
549,Bcen2424_3823,41.08541548,-0.825970122,0.394848468,0.002046255,0.021242967,0.825970122,exopolysaccharide biosynthesis protein,,2,K01991,K01991 polysaccharide biosynthesis/export protein 
156,Bcen2424_1874,10096.68715,0.820737257,0.251798461,8.25E-05,0.003026921,0.820737257,30S ribosomal protein S6,rpsF,1,K02990,K02990 small subunit ribosomal protein S6 
367,Bcen2424_3483,368.6669676,-0.820613756,0.319970296,0.00067393,0.010401852,0.820613756,glutathione S-transferase,,2,NA,no KO assigned 
121,Bcen2424_5719,2096.235574,-0.818573143,0.24134698,5.32E-05,0.002524049,0.818573143,FHA domain-containing protein,,2,NA,no KO assigned 
333,Bcen2424_1816,6384.349524,0.817600384,0.311606174,0.000568175,0.009735995,0.817600384,Bax inhibitor-1/YccA family protein,,1,K19416,K19416 modulator of FtsH protease 
326,Bcen2424_R0011,153.8545079,0.814184158,0.3085461,0.000540876,0.009467832,0.814184158,tRNA-Tyr,,1,K14236,K14236 tRNA Tyr 
277,Bcen2424_3706,631.238932,-0.813508853,0.293926328,0.000380514,0.007829749,0.813508853,ATP--cob(I)alamin adenosyltransferase,,2,NA,no KO assigned 
206,Bcen2424_2666,10937.0863,0.81252211,0.26863092,0.000179036,0.004950846,0.81252211,galactonate dehydratase,dgoD,1,K01684,K01684 galactonate dehydratase [EC:4.2.1.6] 
33,Bcen2424_3103,288.0528738,-0.81129476,0.187409672,1.24E-06,0.000210138,0.81129476,AraC family transcriptional regulator,,1,NA,no KO assigned 
138,BCEN2424_RS36870,2276.428085,-0.81002381,0.244259004,6.70E-05,0.002764387,0.81002381,hypothetical protein,,1,NA,NA
782,Bcen2424_3177,778.3814162,-0.808538427,0.565303652,0.005600637,0.040848752,0.808538427,fucose-binding lectin II,,2,K20277,K20277 mannose-binding lectin 
731,Bcen2424_1627,578.3272386,-0.80787168,0.504611539,0.004610632,0.035945717,0.80787168,fimbrial biogenesis outer membrane usher protein,,1,K12518,K12518 outer membrane usher protein PapC 
71,Bcen2424_1857,572.4515353,0.806762931,0.219113927,1.88E-05,0.001503599,0.806762931,glycosyltransferase family 39 protein,,1,NA,no KO assigned 
282,Bcen2424_4966,56.39437014,-0.802189161,0.2884817,0.000395341,0.008003903,0.802189161,slipin family protein,,2,NA,no KO assigned 
185,Bcen2424_5663,89.96727066,-0.796243364,0.254246258,0.000130339,0.004029897,0.796243364,multidrug efflux SMR transporter,,2,K03297,K03297 small multidrug resistance pump 
688,Bcen2424_R0069,34.5905804,0.795688623,0.454783389,0.004005046,0.033196795,0.795688623,tRNA-Leu,,1,K14228,K14228 tRNA Leu 
199,Bcen2424_4888,141.1587316,-0.793654224,0.25845411,0.000156754,0.00450392,0.793654224,SRPBCC family protein,,2,NA,no KO assigned 
209,Bcen2424_4823,310.4647605,0.792958911,0.263673398,0.000192713,0.005270874,0.792958911,methyl-accepting chemotaxis protein,,2,K03406,K03406 methyl-accepting chemotaxis protein 
630,Bcen2424_3970,79.03982422,-0.790942838,0.419014055,0.003084679,0.027943851,0.790942838,"GDP-mannose 4,6-dehydratase",gmd,2,K01711,"K01711 GDPmannose 4,6-dehydratase [EC:4.2.1.47] "
46,Bcen2424_2199,12013.1263,0.790894362,0.196273173,4.63E-06,0.000566907,0.790894362,MotA/TolQ/ExbB proton channel family protein,,1,K03561,K03561 biopolymer transport protein ExbB 
855,Bcen2424_3638,13.39655557,-0.790536167,0.557933927,0.00724861,NA,0.790536167,SDR family oxidoreductase,,2,NA,no KO assigned 
150,Bcen2424_5428,1009.274347,-0.790000625,0.238914596,7.44E-05,0.002841705,0.790000625,DUF2866 domain-containing protein,,2,NA,no KO assigned 
415,Bcen2424_2253,8478.755006,0.788592753,0.319262097,0.000896226,0.012315531,0.788592753,polyribonucleotide nucleotidyltransferase,pnp,1,K00962,K00962 polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] 
331,Bcen2424_R0052,118.4817176,0.787801376,0.297829386,0.000558021,0.009619952,0.787801376,tRNA-Asp,,1,K14221,K14221 tRNA Asp 
171,Bcen2424_0344,11032.99774,0.787346488,0.249270908,0.000111125,0.003718773,0.787346488,30S ribosomal protein S7,rpsG,1,K02992,K02992 small subunit ribosomal protein S7 
132,Bcen2424_0366,3731.116846,0.787268685,0.233754117,6.38E-05,0.002764387,0.787268685,50S ribosomal protein L30,rpmD,1,K02907,K02907 large subunit ribosomal protein L30 
482,Bcen2424_2103,3896.283451,0.786392917,0.345097901,0.001425787,0.016832006,0.786392917,gamma carbonic anhydrase family protein,,1,NA,no KO assigned 
64,Bcen2424_2017,2542.897848,0.786349459,0.209199457,1.41E-05,0.001256438,0.786349459,UMP kinase,,1,K09903,K09903 uridylate kinase [EC:2.7.4.22] 
214,Bcen2424_3476,570.6930325,-0.782853265,0.26072017,0.000199139,0.005318788,0.782853265,serine hydrolase,,2,NA,no KO assigned 
381,Bcen2424_0355,9587.358695,0.781086586,0.305800575,0.000726404,0.010869432,0.781086586,50S ribosomal protein L16,rplP,1,K02878,K02878 large subunit ribosomal protein L16 
646,Bcen2424_3566,73.66711728,-0.778732971,0.418316971,0.003385568,0.029838357,0.778732971,glutathione S-transferase family protein,,2,K00799,K00799 glutathione S-transferase [EC:2.5.1.18] 
60,Bcen2424_3475,419.7156178,-0.778170034,0.20540835,1.28E-05,0.001211763,0.778170034,FAD-binding oxidoreductase,,2,NA,no KO assigned 
251,Bcen2424_2109,13067.51402,0.776789549,0.270562022,0.000302988,0.006894787,0.776789549,CTP synthase,,1,K01937,K01937 CTP synthase [EC:6.3.4.2] 
742,Bcen2424_3005,132.6495918,-0.776704215,0.477654664,0.004814266,0.037011299,0.776704215,CsgG/HfaB family protein,,1,NA,no KO assigned 
255,Bcen2424_3620,690.0590743,0.7759536,0.270871434,0.000311295,0.006972266,0.7759536,LysR family transcriptional regulator,,2,NA,no KO assigned 
618,Bcen2424_5201,30.99435602,-0.774854224,0.390572502,0.002931896,0.027077199,0.774854224,hypothetical protein,,2,NA,no KO assigned 
176,Bcen2424_3714,89.1655452,-0.77476052,0.243184296,0.000115126,0.003742591,0.77476052,GGDEF domain-containing protein,,2,NA,no KO assigned 
432,Bcen2424_1760,234.0260812,-0.772914263,0.319234967,0.00101905,0.013450992,0.772914263,DUF2501 domain-containing protein,,1,NA,no KO assigned 
555,Bcen2424_5863,29.51047498,-0.772416182,0.360557774,0.002105969,0.021626093,0.772416182,benzoate/H(+) symporter BenE family transporter,,2,K05782,K05782 benzoate membrane transport protein 
554,Bcen2424_3274,37.24666031,-0.771997669,0.359926383,0.002082294,0.021421647,0.771997669,hypothetical protein,,2,NA,no KO assigned 
861,Bcen2424_4989,1727.474325,0.770888828,0.625015321,0.007428119,0.049252414,0.770888828,MFS transporter,,2,K08224,"K08224 MFS transporter, YNFM family, putative membrane transport protein "
265,Bcen2424_5138,351.1534074,-0.770289916,0.273659815,0.000336303,0.007247075,0.770289916,Xaa-Pro dipeptidyl-peptidase,,2,K01281,K01281 X-Pro dipeptidyl-peptidase [EC:3.4.14.11] 
496,Bcen2424_1477,38316.86304,0.768452384,0.340799154,0.001544322,0.017748779,0.768452384,50S ribosomal protein L35,rpmI,1,K02916,K02916 large subunit ribosomal protein L35 
516,Bcen2424_3051,567.8248611,0.76817985,0.348448726,0.001724504,0.019023109,0.76817985,hypothetical protein,,1,NA,no KO assigned 
120,Bcen2424_2018,12981.4828,0.76673756,0.221495273,5.19E-05,0.002478852,0.76673756,elongation factor Ts,,1,K02357,K02357 elongation factor Ts 
794,Bcen2424_4279,45.230955,-0.766584599,0.514216579,0.005883395,0.042260902,0.766584599,DNA-directed RNA polymerase subunit beta,,2,NA,no KO assigned 
154,Bcen2424_0572,348.7923901,0.765564697,0.232045971,7.79E-05,0.002897186,0.765564697,NUDIX domain-containing protein,,1,K03574,K03574 8-oxo-dGTP diphosphatase [EC:3.6.1.55] 
77,Bcen2424_0317,4216.844219,0.765155607,0.206563152,2.07E-05,0.001526024,0.765155607,orotate phosphoribosyltransferase,,1,K00762,K00762 orotate phosphoribosyltransferase [EC:2.4.2.10] 
80,Bcen2424_5016,215.7428143,0.761604009,0.208731194,2.25E-05,0.001546145,0.761604009,ABC transporter ATP-binding protein,livG,2,K01995,K01995 branched-chain amino acid transport system ATP-binding protein 
436,Bcen2424_3484,1821.364348,-0.759591025,0.309055062,0.001045257,0.013670033,0.759591025,potassium transporter,,2,NA,no KO assigned 
91,Bcen2424_1070,3328.801925,0.759406892,0.210131147,2.61E-05,0.00163319,0.759406892,ribosome maturation factor RimM,rimM,1,K02860,K02860 16S rRNA processing protein RimM 
306,Bcen2424_5639,50.87624723,-0.758922612,0.279191343,0.000465015,0.008664642,0.758922612,L-arabinose ABC transporter permease AraH,araH,2,K10538,K10538 L-arabinose transport system permease protein 
552,BCEN2424_RS34885,95.92037665,0.758512022,0.356383755,0.00207728,0.021421647,0.758512022,hypothetical protein,,1,NA,NA
499,Bcen2424_0347,4862.606442,0.757808655,0.334024271,0.001579902,0.017998441,0.757808655,30S ribosomal protein S10,rpsJ,1,K02946,K02946 small subunit ribosomal protein S10 
118,Bcen2424_5616,583.9501164,0.756198617,0.220104777,4.98E-05,0.002420429,0.756198617,histidine utilization repressor,hutC,2,K05836,"K05836 GntR family transcriptional regulator, histidine utilization repressor "
329,Bcen2424_4490,292.0872713,0.755970442,0.281935547,0.000548649,0.00950853,0.755970442,diguanylate cyclase,,2,NA,no KO assigned 
72,Bcen2424_2094,2554.675835,0.755779911,0.2042132,1.96E-05,0.001511865,0.755779911,outer membrane protein assembly factor BamC,bamC,1,K07287,K07287 outer membrane protein assembly factor BamC 
848,Bcen2424_4298,380.362265,0.752363966,0.556579989,0.007108124,0.047792326,0.752363966,voltage-gated potassium channel protein,kch,2,K10716,K10716 voltage-gated potassium channel 
173,Bcen2424_0127,1015.726896,-0.747796627,0.234603868,0.000113018,0.003733867,0.747796627,mechanosensitive ion channel,,1,NA,no KO assigned 
397,Bcen2424_R0012,3772.649387,0.747638308,0.299689068,0.000839032,0.012053666,0.747638308,tRNA-Gly,,1,K14225,K14225 tRNA Gly 
585,Bcen2424_1005,11189.12573,-0.746890882,0.362558811,0.002457478,0.023980435,0.746890882,cold-shock protein,,1,K03704,K03704 cold shock protein 
235,Bcen2424_5116,121.3922655,-0.74489015,0.253425799,0.000256753,0.00624218,0.74489015,hypothetical protein,,2,NA,no KO assigned 
281,Bcen2424_5018,167.318986,0.743081514,0.265417465,0.000393712,0.00799939,0.743081514,high-affinity branched-chain amino acid ABC transporter permease LivH,livH,2,K01997,K01997 branched-chain amino acid transport system permease protein 
380,Bcen2424_2264,956.49536,0.739755664,0.286205445,0.000716761,0.010758979,0.739755664,acetolactate synthase small subunit,ilvN,1,K01653,K01653 acetolactate synthase I/III small subunit [EC:2.2.1.6] 
348,Bcen2424_5450,39.36388687,-0.73693407,0.275601968,0.000602903,0.009884475,0.73693407,DUF393 domain-containing protein,,2,NA,no KO assigned 
